,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,artist,title,genre,lyrics,year,youtube_links,url_spotify,Album,artist_image
574,574,574,574,941,partynextdoor,Not Nice,"indie r&b, pop, pop rap, r&b, rap, trap music, urban contemporary","Oh-oh-oh-oh
Oh-oh-oh-oh

You've got some vacation time
You and your girlfriend too bad mind
Bad, bad, bad, when you're both combined
I don't know why you look so nice

Girl you're not nice, you're rude
Want me to feel like I'm new
Want me to watch you do you
Don't, girl, you look so nice
But you're not nice, you're rude
Look what you're putting me through
I'd never do this to you

I need to hold the corner and then slow whine it
One timing
I need to hold the corner and then slow whine it
One timing

Gyal yuh look so nice, don't take mine chance
Yuh wind up yo sexy body, need a one time dance
Gyal yuh look so nice, don't take mine chance
Yuh wind up yo sexy body, need a one time dance

Right now we're just taking time
Other things are on your mind
And you want bad, bad, bad when I treat you right
I don't care how you look so nice

Girl you're not nice, you're rude
Want me to feel like I'm new
Want me to watch you do you
Don't, girl, you look so nice
But you're not nice, you're rude
Look what you're putting me through
I'd never do this to you

I need to hold the corner and then slow whine it
One timing
I need to hold the corner and then slow whine it
One timing

Gyal yuh look so nice, don't take mine chance
Yuh wind up yo sexy body, need a one time dance
Gyal yuh look so nice, don't take mine chance
Yuh wind up yo sexy body, need a one time dance

I need to hold the corner
I need to, I need to, I need to, I need to

I need to hold the corner and then slow whine it
One timing
I need to hold the corner and then slow whine it
One timing

Cause girl you're not nice, you're rude
Want me to feel like I'm new
Want me to watch you do you
Don't, girl, you look nice
But you're not nice, you're rude
Look what you're putting me through
I'd never do this to you

Do this to you, do this to you
Oh-oh-oh-oh
Oh-oh-oh-oh
You look so nice
But you're not nice, not nice, not nice...",2017,https://www.youtube.com/watch?v=iTno21crSsY,,,
575,575,575,575,942,dj suede the remix god,Cash Me Outside (#CashMeOutside),dwn trap,"DAX
feat. DANIELLE BREGOLI
New! Tap highlighted lyrics to add Meanings, Special Memories, and Misheard Lyrics...

Advisory - the following lyrics contain explicit language:
Cash her outside how bout dah?
Do she Really wanna fight? Nah das wack
So wat she finna do? Just talk smack
Take the whole meme, turnt it to a rap(yup)

What does that mean? What i just said, aint it funny How she took and she flipped it to bread, cook fame overnight it could go to ya head, if what you dreaming you was sleeping is now outta the bed

Now she laughing (yup), getting stopped when you see her out in traffic, yup, gotta a genie with these wishes like Aladain, yup, hit stick on squish like its madden

Yup

What does that mean? Just cant stop, search merch for da low money flow can stop, called em hoes on da show so her IG popped, young mind but she old way she cook that pot

Now she me moving, haters mad while she up they losing, online get love and views and no going back whole world staying tuned.

What does that mean, man shes dope, got the world on sway, she could change a vote, way she talk so cold she might need a coat, got walk wit a drip so her shoes is soaked

Catch her outside, you aint ready, one jab have jason way your face is Freddy, got a hook so hot have you limp spaghetti, when it hit go pop, watch it burst confetti,
got it locked in so the cops called in
The Money balling the way dat it falling. Whole World on her tip ya we all in, at 13 she crawling we all still installing
All the money that she getting boi you know that its good,
Took a flickture with a Kodak ye she repping the hood
Think its funny better know that she just misunderstood
Becauze If Phil couldnt fix boi then nobody could
How she get it, got it, know that u want it,
You just mad cuz she young and she fixing to flaunt it,
Dont play wit lil shotty, u get hit for taunting
Body guard by the way like she MJ Jordan
Bucket
If you mad you mad getting played like a puppet,
Cuz its only bout money why she causing the rukkus
Kik push grind on ya ass way she popping and shoving
Hate on the shine why you ask went from nothing to something
We gotta slow down let it marinate
If u hating understand you only elevate
Bhadbabie steady eating in the present date
Had to make a song quick get a peice up off the plate

(Random talking)

Cash her outside how bout dah?
Do Really finna fight? Naw das wack
So wat she finna do? Just talk smack
Take the whole meme, and I turnt it to a rap

What does that mean? What i just said, aint it funny How she took and she flipped it to bread, cook fame overnight it could go to ya head, if what u dreaming you was sleeping is now outta the bed

Now she laughing yup, getting stopped when you see her out in traffic, yup, gotta a genie with these wishes like aladain, yup, hit stick on squish like its madden

What does that mean? Just cant stop, search merch for da low money flow can stop, called em hoes on da show so her IG popped, young mind but she old way she cook that pot",2017,https://www.youtube.com/watch?v=LN1Q8u64COc,,,
576,576,576,576,943,lana del rey,Love,"dance pop, pop","Look at you kids with your vintage music
Comin' through satellites while cruisin'
You're part of the past, but now you're the future
Signals crossing can get confusing

It's enough just to make you feel crazy, crazy, crazy
Sometimes, it's enough just to make you feel crazy

You get ready, you get all dressed up
To go nowhere in particular
Back to work or the coffee shop
Doesn't matter cause it's enough
To be young and in love (ah, ah)
To be young and in love (ah, ah)

Look at you kids, you know you're the coolest
The world is yours and you can't refuse it
Seen so much, you could get the blues
But that don't mean that you should abuse it

Though It's enough just to make you go crazy, crazy, crazy
I know, it's enough just to make you go crazy, crazy, crazy

But you get ready, you get all dressed up
To go nowhere in particular
Back to work or the coffee shop
It don't matter because it's enough
To be young and in love (ah, ah)
To be young and in love (ah, ah)

Hmm (ah, ah)
Hmm (ah, ah)
Hmm
Don't worry, baby
Hmm (ah, ah)
Hmm (ah, ah)
Hmm
Don't worry, baby

And It's enough just to make me go crazy, crazy, crazy
It's enough just to make me go crazy, crazy, crazy

I get ready, I get all dressed up
To go nowhere in particular
It doesn't matter if I'm not enough
For the future or the things to come
'Cause I'm young and in love (ah, ah)
I'm young and in love (ah, ah)

Hmm (ah, ah)
Hmm (ah, ah)
Hmm
Don't worry, baby
Hmm (ah, ah)
Hmm (ah, ah)
Hmm
Don't worry, baby
Hmm (ah, ah)
Hmm (ah, ah)
Hmm
Don't worry, baby",2017,https://www.youtube.com/watch?v=9PBZy9j3H3I,,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Lana_Del_Rey_%40_Grammy_Museum_10_13_2019_%2849311023203%29.jpg/640px-Lana_Del_Rey_%40_Grammy_Museum_10_13_2019_%2849311023203%29.jpg
577,577,577,577,944,gucci mane,Make Love,"dirty south rap, hip hop, pop, pop rap, rap, southern hip hop, trap music","Uh, Gucci
Wanna make love, love, love

King of the skreets
And when these suckas see me, they should bow to my feet
And kiss the ground underneath
I look down at the beef
That shit childish to me
Two hundred thousand to see me
And it's been sold out for weeks
Can't brush shoulders with me
These stones in my choker are 2 karats apiece
Look like boulders to me
Damn, who colder than me?
You think he colder than me?
You more bipolar than me
You talkin' crazy
I'm tryna book Beyonc© for my wedding day
I'm the type of nigga, spend a million on a wedding cake
Niggas hate, but hesitate
They hate to see ya elevate
I just left out the gym
I'm 'bout to take a swim and meditate
Woo!
Now it's time to celebrate
Ask me why I'm smilin'
I say, ""'Cause I make two mil' a day""
And I might take your bitch and pay her bills
That's how I feel today
And I just wanna fuck

Don't wanna chill, that's how I feel today

I'm makin' money like I'm makin' sweet love
I wanna make love, love, love

She say the money make her wanna make love
Wanna make love, love, love, huh

Ay yo, ain't talkin' housewives, but I'm in the Porsche
First I'ma scorch her, then I'ma torch her
Then I'ma torture her, then I'ma off her
A million dollars for a show, they made their off-er
Go against Nicki, it's gon' cost ya
'Cause now it's fuck ya, intercourse ya
I rep Queens where they listen to a bunch of Nas
I'm a yes and these bitches is a bunch of nahs
Tryin' to win a gunfight with a bunch of knives
I win, get off the bench and give a bunch of fives
I don't see her
Bitch I'm the greatest, no Kendrick and no Sia
I'm the iPhone, you the Nokia
Everybody know you jealous, bitch it's so clear
Tell them bum ass bitches to play their role
She see my sexy ass every time she scroll
I got it in the can, Dole
Your career gon' be with Anna Nicole
Witcha dumbass face
She ain't eatin' but I swear she got some bum ass taste
Text her man like, ""Dawg, how that bum ass taste?""
Pay your rent! And stay in your bum ass place
Oooohhh, oh you the qu-e-e-the queen of this here?
One platinum plaque, album flopped, bitch, where? (bitch, where?)
Hahaha, ahhhhh
I took two bars off just to laugh
You see, silly rabbit, to be the queen of rap
You gotta sell records, you gotta get plaques

S, plural like the S on my chest
Now sit your dumbass down
You got an F on your test

I'm makin' money like I'm makin' sweet love
I wanna make love, love, love
She say the money make her wanna make love
Wanna make love, love, love, huh

I love to see the money stack up
Hope that we don't ever, ever break up (up)
Wanna make love, love, love",2017,https://www.youtube.com/watch?v=vSZ78KaaAyo,,,
578,578,578,578,945,d.r.a.m.,Broccoli,"hip hop, indie r&b, pop, pop rap, rap, southern hip hop, trap music, underground hip hop","Ain't no tellin' what I'm finna be on
I'm beyond all that fuck shit

Hey lil' mama, would you like to be my sunshine?
Nigga touch my gang we gon' turn this shit to Columbine
Ice on my neck cost me ten times three
Thirty thousand dollars for a nigga to get flee
I just hit Rod©o and I spent like ten Gs
I just did a show and spent the check on my mama
When I go on vacay I might rent out the Bahamas
And I keep like ten phones, damn I'm really never home
All these niggas clones tryna copy what I'm on
Nigga get your own, tryna pick a nigga bone
Word to brother Skip, boy I had a good day
Metro PCS trappin' boy I'm making plays
Fifty shades of grey, beat that pussy like Hulk Hogan
I know you know my slogan, if it ain't 'bout guap I'm gone
Niggas hatin' cause I'm chosen from the concrete I had rose
Shawty starin' at my necklace cause my diamonds really froze
Put that dick up in her pussy bet she feel it in her toes
I'm a real young nigga from the six throwing bows
I'm a real young nigga from the six throwing bows
Real young nigga from the six throwing bows

In the middle of the party bitch get off me
In the cut I'm rolling up my broccoli
Ya I know your baby mama fond of me
All she want to do is smoke that broccoli
Whispered in my ear she trying to leave with me
Said that I can get that pussy easily
Said that I can hit that shit so greasily
I'm a dirty dog I did it sleazily

Ain't no tellin' what I'm finna be on
I'm beyond all that fuck shit
Ain't no tellin' what I'm finna be on
I'm beyond all that fuck shit

I got companies and Pesos
I got people on my payroll
She don't do it 'less I say so
I don't smoke if it ain't fuego
I should sauce 'em up like Prego
Fettucini with Alfredo
All I wanted was the fame and every game they made on Sega
I was five or six years old when I had told myself ok you're special
But I treat you like my equal never lesser
I was twenty-six years old when we had dropped this one amazing record
Had the world stepping
That's what I call epic
Couple summers later I got paper
I acquired taste for salmon on a bagel
With the capers on a square plate
At the restaurant with the why you got to stare face
To know I either ball or I record over the snare and bass
Rapper face, dread headed
Golden diamond teeth wearing
They just mad cause I got that cheese bitch I keep dairy
Turnt up in the party getting lit to Yachty
With a Spanish Barbie word to my mami

In the middle of the party bitch get off me
In the cut I'm rolling up my broccoli
Ya I know your baby mama fond of me
All she want to do is smoke that broccoli
(That weed that weed)
Whispered in my ear she trying to leave with me
(She wanna fuck)
Said that I can get that pussy easily
(I'm gonna fuck)
Said I can hit that shit so greasily
I'm a dirty dog I did it sleazily",2017,https://www.youtube.com/watch?v=K44j-sb1SRY,,,
579,579,579,579,946,niall horan,This Town,"pop, post-teen pop","Waking up to kiss you and nobody's there
The smell of your perfume still stuck in the air
It's hard
Yesterday I thought I saw your shadow running round
It's funny how things never change in this old town
So far from the stars

And I want to tell you everything
The words I never got to say the first time around
And I remember everything
From when we were the children playing in this fairground
Wish I was there with you now

If the whole world was watching I'd still dance with you
Drive highways and byways to be there with you
Over and over the only truth
Everything comes back to you

I saw that you moved on with someone new
In the pub that we met he's got his arms around you
It's so hard
So hard

And I want to tell you everything
The words I never got to say the first time around
And I remember everything
From when we were the children playing in this fairground
Wish I was there with you now

Because if the whole world was watching I'd still dance with you
Drive highways and byways to be there with you
Over and over the only truth
Everything comes back to you
You still make me nervous when you walk in the room
Them butterflies they come alive when I'm next to you
Over and over the only truth
Everything comes back to you

And I know that it's wrong
That I can't move on
But there's something about you

If the whole world was watching I'd still dance with you
Drive highways and byways to be there with you
Over and over the only truth
Everything comes back to you
You still make me nervous when you walk in the room
Them butterflies they come alive when I'm next to you
Over and over the only truth
Everything comes back to you
Everything comes back to you",2017,https://www.youtube.com/watch?v=ic1l36GrNOU,https://open.spotify.com/artist/1Hsdzj7Dlq2I7tHP7501T4,Flicker (Deluxe),
580,580,580,580,947,dustin lynch,Seein' Red,"contemporary country, country, country road, modern country rock","Flame
Girl you light it up when I hear you say my name
Yeah you know just how to start it
You shine, and I can't wait to get you out tonight
Yeah you know how bad I want it
Ride this Chevy like a Cadilac
Well that one stop light, no lookin' back
Wherever we're going gonna get there fast

I'm talkin' red-hot red kiss fallin' off your lips
I'm talking red-hot red dress hangin' on your hips
I'm talkin' backseat heatbeat poundin' in my chest
I'm seein' red
I'm seein' red
Can't get you outta my head, girl
Can't get you outta my head
The way you color up my world
I'm seein'red

Down
We can get down some place just outside of town
And bring a bottle if you wanna
That moon
That moon ain't gonna tell on me and you
Just say the word and we're gonna
Ride this Chevy like a Cadilac
Well that one stop light, no lookin' back
Wherever we're going gonna get there fast

I'm talkin' red-hot red kiss fallin' off your lips
I'm talking red-hot red dress hangin' on your hips
I'm talkin' backseat heatbeat poundin' in my chest
I'm seein' red
I'm seein' red
Can't get you outta my head, girl
Can't get you outta my head
The way you color up my world

No I can't get you outta my head, girl
Can't get you outta my head

I'm talkin' red-hot red kiss fallin' off your lips
(I'm talking, yeah)
I'm talking red-hot red dress hangin' on your hips
(hangin' on you hips)
I'm talkin' backseat (backseat) heatbeat (heartbeat) poundin' in my chest
I'm seein' red, woah
I'm seein' red (I'm seein' red)
Can't get you outta my head, girl
Can't get you outta my head
The way you color up my world
I'm seein' red
I'm seein' red
I'm seein' red, red, red, red",2017,https://www.youtube.com/watch?v=dtzHL5S-xUw,,,
581,581,581,581,948,hey violet,Guys My Age,"indie poptimism, pixie, pop, pop punk, post-teen pop, teen pop","I haven't seen my ex since we broke up
Probably 'cause he didn't wanna grow up
Now I'm out and wearing something low-cut
'Bout to get attention from a grown up

'Cause you hold me like a woman
In a way I've never felt before
And it makes me wanna hold on
And it makes me wanna be all yours

Guys my age don't know how to treat me
Don't know how to treat me
Don't know how to treat me
Guys my age don't know how to touch me
Don't know how to love me good
Guys my age don't know how to keep me
Don't know how to keep me
Don't know how to keep me
Guys my age don't know how to touch me
Don't know how to love me good

All he ever wanted was to go down
What we supposed to do with all his friends around, yeah
Smoking weed, he'd never wanna leave the house
Got an empty cushion on that sofa now

Told him, ""Good luck with the next one.""
Maybe she'll be just as immature
Gotta thank him, he's the reason
That I'll find out what I'm looking for

Guys my age don't know how to treat me
Don't know how to treat me
Don't know how to treat me
Guys my age don't know how to touch me
Don't know how to love me good
Guys my age don't know how to keep me
Don't know how to keep me
Don't know how to keep me
Guys my age don't know how to touch me
Don't know how to love me good

So I'm never going back
No, I'm never going back

Guys my age don't know how to treat me
Don't know how to please me
Don't know how to read me
Guys my age don't know how to touch me
Don't know how to love me good
Guys my age don't know how to tease me
Don't know how to leave me
Don't know how to need me
Guys my age don't know how to touch me
Don't know how to love me good

So I'm never going back
Don't know, don't know, don't know
No, I'm never going back
Don't know how to touch me
Don't know how to love me good
So I'm never going back
No, I'm never going back",2017,https://www.youtube.com/watch?v=3LzWUAkpNrQ,,,
582,582,582,582,949,big sean,No Favors,"detroit hip hop, hip hop, pop, pop rap, rap, southern hip hop, trap music","Make it, make it, make it, boy, we gotta make it
You can save your hand, I ain't gotta shake it
Everything lined up for the taking
And what I need from em? No favors
Clique too big, bread? gotta break it
Cause these others lowkey with the snaking faking
Everything lined up for the taking
And what I need from 'em?
No favors, no favors
What I need? No favors
Everything lined up for the taking
And what I need from 'em? no favors

I'm about getting the job done, boy up every night
I'm about rolling a seven, when I toss up the dice
I'm about getting my logo off, flooded with ice
I'm about taking a risk, that might fuck up your life
Tell 'em point and shoot like camera crews
In front of cameras too (brrr)
Damn, Sean, what happened to the humble attitude?
I'm like ""niggas took the flow but I'm still standing too""
Thought I had the Midas touch and then I went platinum too
Mother fuck all your comparisons
I've been talking to God like that's my therapist
I'm African-American in America
I ain't inherit shit but a millionaire under 30
So He must be hearing shit
Don, don, don, life, I do this for the crib
The D to Flint who get sick with lead
Others get the hit with the laugh
From where they need a handout
But they tell you put hands up
Only deals I have is from the Sam's Club
Now it's blue blood in my veins, so you know where I came from
Born in a world going where they told me I can't go
In my lane, though, I'm in the same boat as Usain Bolt
Get ahead by any means so the head's what I aim for
When my grandma died, I realized I got an angel
Show me everything's a blessing depending on the angles
Look, I am the anomaly, never needed favors or apologies
That's my new lifetime policy
Wood grain steering wheel this bitch feel like a pirate ship
How many hot verses till you bitches start acknowledging
The pictures we been painting, my nigga
Connected to a higher power
How I know? 'Cause I don't write this shit, I think it, my nigga
Look, all I ever did was beat the odds
Cause when you try to get even it just don't even out
Never stopping like we hypnotized
Watch what we visualize on the rise, be the G.O.A.T
While we alive when we die, we gon' be the gods

Make it, make it, make it, boy, we gotta make it
You can save your hand, I ain't gotta shake it
Everything lined up for the taking
And what I need from em? No favors
Clique too big, bread? gotta break it
'Cause these others lowkey with the snaking faking
Everything lined up for the taking
And what I need from 'em?
No favors, no favors

If she was flavor I won't savor
No taste buds, hoe later
Fuck you looking at, hater?
I saw them eyes like an ass raper
Try to copy my swag like a cheating classmate
I'll be the last face you see before you pass
When you get your fucking ass graded like a math paper
So ahead of my time late means I'm early, my age is reversing
I'm basically 30, amazingly sturdy, zany and wordy
Brainy and nerdy, blatantly dirty
Insanely perverted, rapey and scurvy
They blame me for murdering Jamie Lee Curtis
Said I put her face in the furnace, beat her with a space heater
A piece furniture, egg beater, thermos
It may be disturbing, what I'm saying's cringe worthy
But I'm urinating on Fergie, call Shady number 81
Surely I'm turning into the Aaron Hernandez of rap
State of emergency, the planets having panic attacks
Brady's returning, matter fact I may be deserving
Of a Pat on the back like a Patriots jersey
Inexplicable stomach growl from the pit of it
Like a fucking Terrier hittin' it
Despicable, dumb it down, ridiculous
Tongue is foul shoot off at the fucking mouth
Like a missile, a thunder cloud
100 pound pistol pull the trigger this gun will sound
And you'll get a round like Digital Underground
And fuck Ann Coulter with a Klan poster
With a lamp post, door handle shutter
A damn bolt cutter, a sandal, a can opener, a candle rubber
Piano, a flannel, sucker, some hand soap, butter
A banjo and manhole cover
Hand over the mouth and nose smother
Trample ran over the tramp with the Land Rover
The band, the Lambo, Hummer and Road Runner
Go ham donut or go Rambo, gotta make an example of her
That's for Sandra Bland ho and Philando
Hannibal on the lamb, no wonder I am so stubborn
I'm anti, can't no government handle a commando
Your man don't want it, Trump's a bitch
I'll make his whole brand go under (yeah)
And tell Dre I'm meeting him in L.A., white Bronco like Elway
Speeding, I'm bout to run over a chick, Del Rey CD in?
Females stay beatin em, bet you they'll lay bleeding
And yell, ""Wait!"", pleadingbut screaming is pointless
Like feeding Michel'le helium
Leaving them pale faced medium sized welt
Straight treating 'em like a cell mate
See me I'm climbing hell's gate
Bitch, I'm like your problems: self-made
Meaning someone else is self Made needed?
Cause I'm a...

Make it, make it, make it, boy, we gotta make it
You can save your hand, I ain't gotta shake it
Everything lined up for the taking
And what I need from em; no favors
Clique too big, bread? gotta break it
'Cause these others lowkey with the snaking faking
Everything lined up for the taking
And what I need from 'em?
No favors, no favors
What I need? No favors
Everything lined up for the taking
And what I need from 'em? no favors

I know you feeling yourself right now
But I'm not sure she's the one
I would call them in
Hey, I'm outside
What are you doing here?",2017,https://www.youtube.com/watch?v=qiT9CLIQuyY,,,https://i.scdn.co/image/ab6761610000e5eb89dccc0a0b3d818c8d5fb711
583,583,583,583,950,calum scott,Dancing On My Own,pop,"Somebody said you got a new friend
Does she love you better than I can?
And there's a big black sky over my town
I know where you're at, I bet she's around

And yeah, I know it's stupid
But I just gotta see it for myself

I'm in the corner, watching you kiss her, oh oohh
And I'm right over here, why can't you see me, oh oohh
And I'm giving it my all, but I'm not the guy you're taking home, oohh
I keep dancing on my own

I just wanna dance all night
And I'm all messed up, I'm so out of line, yeah
Stilettos and broken bottles
I'm spinning around in circles

And I'm in the corner, watching you kiss her, oh oohh
And I'm right over here, why can't you see me, oh oohh
And I'm giving it my all, but I'm not the guy you're taking home, oohh
I keep dancing on my own
And oh no

So far away but still so near
The lights come up, the music dies
But you don't see me standing here
I just came to say goodbye
I'm in the corner, watching you kiss her, oh oohh
And I'm giving it my all, but I'm not the guy you're taking home, oohh
And I keep dancing on my own
And oh no
Said I'm in the corner, watching you kiss her, oh no
And I'm right over here, why can't you see me, oh no
And I'm giving it my all, but I'm not the guy you're taking home, oohh
I keep dancing on my own

So far away, but still so near
The lights come up, the music dies
But you don't see me standing here.",2017,https://www.youtube.com/watch?v=q31tGyBJhRY,https://open.spotify.com/artist/6ydoSd3N2mwgwBHtF6K7eX,Only Human (Deluxe),
584,584,584,584,951,future,Rent Money,"pop, pop rap, rap, southern hip hop, trap music","Super
They go crazy
Yeah
They comin' in and out, in and out, in and out
Trap spot boomin'

Got the money comin' in, it ain't no issues
I just a fucked a rapper bitch, I should diss you
Got the Mac 11 cocked, it got the kick too
Servin' niggas like Doughbeezy in my house shoes
Ya baby mama fuck me better when the rent's due
I just a fucked a rapper bitch, I should diss you
She sucked my dick, she came home, I bet she kissed you

Treat me like I'm Al Capone, nigga, fuck you
John Gotti, Illuminati, nigga, fuck you
I put a middle finger up, because, fuck you
This money got me geekin' up, nigga, fuck you
Red bottoms with the fur like Frank Luc
I bought some VVS and she caught the chain flu
I fucked this R&B bitch, I should thank you
Yah, I was sippin' my codeine from the beginnin'
She jocked my whole team, she seen who's winnin'
We light Liv up on a Sunday, come see us livin'
This for my dogs on the one way in penitentiaries
Send a direct hit, you gotta pay attention
I just lit my wrist up, I need some more attention
She didn't wanna play fair, I put her on suspension
I put a key on Greyhound now I'm in a new dimension
Offered her 25, keep tryin' to take some of my percentage
I was petrified you know my right wrist authentic
I get glorified, that Richard Mille cost 250
I'm a big dog, it ain't no sense in holdin' back
On my Usain Bolt shit, I ran up me a sack
Fuckin' with them strippers all in G5
And as soon as the club closed we board the G5
I got scammers and junkies lined up on each side
I got five percent tint on each side
I tried to make it outta school on the east side
I'm on my Nicky Barnes shit, so it's fuck school
I'm blowin' money real fast like Big Meech crew
I like my hundreds stacked up, I like em neat too
They come in stuck together when they in the wrap still
I fucked a rapper bitch, I was on a drug deal
I fucked a rapper bitch, I was on a drug deal

Got the money comin' in, it ain't no issues
I just a fucked a rapper bitch, I should diss you
Got the Mac 11 cocked, it got the kick too
Servin' niggas like Doughbeezy in my house shoes
Ya baby mama fuck me better when the rent's due
I just a fucked a rapper bitch, I should diss you
She sucked my dick, she came home, I bet she kissed you

I fucks R&B bitches, should thank you
Them bricks coming in like the John Doe crew
They put a number on your head, they tryna stank you
I'm bout to take em out the game, nigga fuck you
They got me goin' insane, now it's fuck you
I let my brother fuck your bitch, he got the dog food
I damn near get half a ticket for a walk through
I fuck dem Super Bowl bitches down in Houston
I got this westside freakin' like boostin'
I built my empire up like Lucious
Ayy gimme pounds, gimme bricks, I'm a nuisance
I make the blogs with ya bitch cause I'm ruthless
I make the blogs with ya bitch cause I'm ruthless
Yah, I get cash money like I'm Mack Maine
I just put a rapper bitch on game
I be smokin' rapper weed with my gang
I just slam dunked ya bitch hall of fame

Got the money comin' in, it ain't no issues
I just a fucked a rapper bitch, I should diss you
Got the Mac 11 cocked, it got the kick too
Servin' niggas like Doughbeezy in my house shoes
Ya baby mama fuck me better when the rent's due
I just a fucked a rapper bitch, I should diss you
She sucked my dick, she came home, I bet she kissed you
I fucked this R & B bitch, I should thank you, yeah

Nigga, with yo loud ass, bruh
Yo, what's going on E
The Big Frank Dog
I know you be trippin', bruh
I just got this lil, god damn, hoe with me, bruh
Let me get a gram right quick; smoke that hoe out, right quick
A gram? Man, if you don't get yo ass up outta here, nigga?
Get that nigga ass up outta here, man
Nigga talkin' about he want a gram
What, you wanna Grammy?
Boy, you trippin'; you trippin', bruh
Let me leave with a bag, then, I'm good for it
You a got damn fool; I can't do nothin' with no god damn $10
Get yo ass on outta here, man
Try to come up here for no damn gram, nigga
That's candy money nigga
A gram!?",2017,https://www.youtube.com/watch?v=-mKntauDD_c,,,https://guardian.ng/wp-content/uploads/2022/04/ezgif-5-4f16ecb1f3.jpeg
585,585,585,585,952,future,Super Trapper,"pop, pop rap, rap, southern hip hop, trap music","See, I learn to keep that mask on
I'mma keep that cash on me
I'mma keep that cash on me
I'mma do the dash
Now, don't make me drop a bird on ya
I'm gon' drop a bag on ya
I'm gon' drop that bag on ya
Don't make me drop that bag on ya
I learn to keep that mask on
Nigga gon' keep that mask on
Nigga gon' keep that mask on
Nigga gon' keep that mask
Gotta learn to keep that mac on me
Gotta keep that mac on me
Gotta keep that mac on that rap-pap-pap-pap, target

Side (?) old car
Niggas gon' pull up and spray in broad
Got that yapa on him right now
And he ready to pull up right now
Shot up a nigga with the scope
Fuck that pussy shit, we sellin' dope
Turn the hood into Iraq
On the corner, flippin' that pack
AK-47 and lortabs
Drugs, a pound of fuckin' percocets
Feel asleep and woke up with that yapa
And he playin' with it right now

See, I learn to keep that mask on
I'mma keep that cash on me
I'mma keep that cash on me
I'mma do the dash
Now, don't make me drop a bird on ya
I'm gon' drop a bag on ya
I'm gon' drop that bag on ya
Don't make me drop that bag on ya
I learn to keep that mask on
Nigga gon' keep that mask on
Nigga gon' keep that mask on
Nigga gon' keep that mask
Gotta learn to keep that mac on me
Gotta keep that mac on me
Gotta keep that mac on that rap-pap-pap-pap, target

Trapped in that 44 camouflage
They are in (?), that's a real mirage
Jump out the side of a caravan
Flippin' that work, you the middle man
Got that penthouse with the dogs off it
You take that Roxies with some alcohol
You rob in the daytime
My choppas a gold mind, nigga
Pour the four and cut the four
You play with that dog food
You play with that, play with that
These niggas are runnin' a gun store
They come and kick in your front door
Those (?) got hoodies and money
Frank Lucas, a role model
Hit 'em and hit 'em and lick 'em up
And go get your own bottle

See, I learn to keep that mask on
I'mma keep that cash on me
I'mma keep that cash on me
I'mma do the dash
Now, don't make me drop a bird on ya
I'm gon' drop a bag on ya
I'm gon' drop that bag on ya
Don't make me drop that bag on ya
I learn to keep that mask on
Nigga gon' keep that mask on
Nigga gon' keep that mask on
Nigga gon' keep that mask
Gotta learn to keep that mac on me
Gotta keep that mac on me
Gotta keep that mac on that rap-pap-pap-pap, target",2017,https://www.youtube.com/watch?v=P1J1mby_5Dg,,,https://guardian.ng/wp-content/uploads/2022/04/ezgif-5-4f16ecb1f3.jpeg
